Accession_ID	Chr	Start	End	Strand	Length	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3
lcl|NC_010296.1_cds_WP_012263934.1_210	lcl|NC_010296.1_cds_WP_012263934.1_210	1	204	+	204	44	90	73	8	7	9	43	11	14	7	0	2
lcl|NC_010296.1_cds_WP_002780536.1_211	lcl|NC_010296.1_cds_WP_002780536.1_211	1	462	+	462	201	329	287	25	31	62	102	52	46	10	5	11
lcl|NC_010296.1_cds_WP_041803615.1_214	lcl|NC_010296.1_cds_WP_041803615.1_214	1	663	+	663	97	126	145	40	25	75	57	19	31	14	12	5
lcl|NC_010296.1_cds_WP_041803617.1_215	lcl|NC_010296.1_cds_WP_041803617.1_215	1	777	+	777	300	488	405	106	108	158	319	184	161	72	28	42
lcl|NC_010296.1_cds_WP_002772118.1_216	lcl|NC_010296.1_cds_WP_002772118.1_216	1	243	+	243	338	543	650	86	68	114	218	90	151	20	17	14
lcl|NC_010296.1_cds_WP_012263943.1_217	lcl|NC_010296.1_cds_WP_012263943.1_217	1	894	+	894	73	189	207	15	18	34	97	33	33	4	12	2
lcl|NC_010296.1_cds_WP_012263944.1_218	lcl|NC_010296.1_cds_WP_012263944.1_218	1	3063	+	3063	451	711	673	251	208	367	385	232	225	79	60	114
lcl|NC_010296.1_cds_WP_012263945.1_219	lcl|NC_010296.1_cds_WP_012263945.1_219	1	789	+	789	1098	1663	1320	593	499	955	1335	806	833	235	140	265
lcl|NC_010296.1_cds_WP_002754961.1_221	lcl|NC_010296.1_cds_WP_002754961.1_221	1	171	+	171	395	879	698	211	110	305	168	64	181	48	21	28
lcl|NC_010296.1_cds_WP_012263948.1_222	lcl|NC_010296.1_cds_WP_012263948.1_222	1	645	+	645	276	313	251	171	117	323	76	70	72	36	28	31
lcl|NC_010296.1_cds_WP_012263951.1_223	lcl|NC_010296.1_cds_WP_012263951.1_223	1	348	+	348	74	92	64	4	6	22	55	32	15	3	5	1
lcl|NC_010296.1_cds_WP_002761554.1_224	lcl|NC_010296.1_cds_WP_002761554.1_224	1	186	+	186	28	22	15	5	3	8	15	10	9	1	4	0
lcl|NC_010296.1_cds_WP_231859691.1_225	lcl|NC_010296.1_cds_WP_231859691.1_225	1	603	+	603	28	29	35	3	0	16	16	5	4	4	0	1
lcl|NC_010296.1_cds_WP_080506919.1_227	lcl|NC_010296.1_cds_WP_080506919.1_227	1	171	+	171	43	168	92	33	11	28	26	11	28	3	4	4
lcl|NC_010296.1_cds_WP_012263954.1_228	lcl|NC_010296.1_cds_WP_012263954.1_228	1	573	+	573	253	261	192	39	51	123	188	141	173	22	20	37
lcl|NC_010296.1_cds_WP_012263955.1_229	lcl|NC_010296.1_cds_WP_012263955.1_229	1	1128	+	1128	296	492	534	95	102	153	214	105	124	69	28	55
lcl|NC_010296.1_cds_WP_197533163.1_230	lcl|NC_010296.1_cds_WP_197533163.1_230	1	330	+	330	118	187	166	16	4	25	55	24	13	3	4	1
lcl|NC_010296.1_cds_WP_012263957.1_231	lcl|NC_010296.1_cds_WP_012263957.1_231	1	711	+	711	6298	9250	10169	3437	2544	4500	5486	3601	3979	1183	692	1111
lcl|NC_010296.1_cds_WP_002739006.1_233	lcl|NC_010296.1_cds_WP_002739006.1_233	1	201	+	201	2268	2114	1516	1598	1280	2242	593	910	779	659	602	510
lcl|NC_010296.1_cds_WP_041803625.1_234	lcl|NC_010296.1_cds_WP_041803625.1_234	1	882	+	882	2024	1899	1487	981	799	1426	675	802	838	317	129	283
lcl|NC_010296.1_cds_WP_012263959.1_235	lcl|NC_010296.1_cds_WP_012263959.1_235	1	399	+	399	271	368	425	146	72	203	130	78	78	21	12	22
lcl|NC_010296.1_cds_WP_002757728.1_236	lcl|NC_010296.1_cds_WP_002757728.1_236	1	648	+	648	425	473	624	228	111	297	158	83	93	32	21	30
lcl|NC_010296.1_cds_WP_012263960.1_237	lcl|NC_010296.1_cds_WP_012263960.1_237	1	1146	+	1146	1396	1495	1632	421	257	844	599	230	328	75	62	103
lcl|NC_010296.1_cds_WP_002737698.1_238	lcl|NC_010296.1_cds_WP_002737698.1_238	1	339	+	339	160	141	132	117	72	126	92	83	74	22	17	28
lcl|NC_010296.1_cds_WP_002736367.1_239	lcl|NC_010296.1_cds_WP_002736367.1_239	1	120	+	120	1127	789	1289	307	296	677	964	1288	1293	236	134	157
lcl|NC_010296.1_cds_WP_012263962.1_240	lcl|NC_010296.1_cds_WP_012263962.1_240	1	1557	+	1557	3388	4201	4006	1934	1664	3146	2862	1884	1957	555	345	629
lcl|NC_010296.1_cds_WP_002797635.1_241	lcl|NC_010296.1_cds_WP_002797635.1_241	1	1449	+	1449	2705	2662	2649	1490	1120	2251	1634	1044	1083	369	211	320
lcl|NC_010296.1_cds_WP_012263963.1_242	lcl|NC_010296.1_cds_WP_012263963.1_242	1	255	+	255	44	64	75	20	16	24	49	18	23	7	5	5
lcl|NC_010296.1_cds_WP_012263964.1_243	lcl|NC_010296.1_cds_WP_012263964.1_243	1	2442	+	2442	4148	30716	13503	643	380	884	44623	1956	2340	434	455	574
lcl|NC_010296.1_cds_WP_231859694.1_246	lcl|NC_010296.1_cds_WP_231859694.1_246	1	1863	+	1863	93	120	110	44	30	62	90	39	48	8	12	20
lcl|NC_010296.1_cds_WP_012263968.1_247	lcl|NC_010296.1_cds_WP_012263968.1_247	1	435	+	435	16	26	34	26	9	29	5	7	9	2	6	4
lcl|NC_010296.1_cds_WP_080506920.1_249	lcl|NC_010296.1_cds_WP_080506920.1_249	1	1269	+	1269	765	1297	1223	324	281	420	907	392	403	113	63	122
lcl|NC_010296.1_cds_WP_012263972.1_252	lcl|NC_010296.1_cds_WP_012263972.1_252	1	570	+	570	90	66	103	49	26	76	28	34	23	9	9	6
lcl|NC_010296.1_cds_WP_041803627.1_253	lcl|NC_010296.1_cds_WP_041803627.1_253	1	1425	+	1425	642	655	611	284	252	506	375	316	323	129	64	110
lcl|NC_010296.1_cds_WP_012263974.1_254	lcl|NC_010296.1_cds_WP_012263974.1_254	1	627	+	627	294	265	305	130	128	173	146	219	176	49	31	73
lcl|NC_010296.1_cds_WP_012263976.1_256	lcl|NC_010296.1_cds_WP_012263976.1_256	1	2658	+	2658	16	30	31	6	4	20	18	12	12	4	10	3
lcl|NC_010296.1_cds_WP_002797650.1_257	lcl|NC_010296.1_cds_WP_002797650.1_257	1	240	+	240	68	144	92	70	52	100	47	51	80	28	23	16
lcl|NC_010296.1_cds_WP_012263978.1_258	lcl|NC_010296.1_cds_WP_012263978.1_258	1	1149	+	1149	831	1305	1344	553	394	807	984	474	623	204	138	243
lcl|NC_010296.1_cds_WP_002797655.1_261	lcl|NC_010296.1_cds_WP_002797655.1_261	1	552	+	552	4213	5742	5081	1346	1060	1828	2314	1407	1561	434	292	403
lcl|NC_010296.1_cds_WP_002759776.1_262	lcl|NC_010296.1_cds_WP_002759776.1_262	1	657	+	657	8122	11959	8685	3209	2662	4536	6768	4518	4076	1316	907	1126
lcl|NC_010296.1_cds_WP_002797657.1_263	lcl|NC_010296.1_cds_WP_002797657.1_263	1	591	+	591	533	979	711	113	87	191	525	146	220	56	31	54
lcl|NC_010296.1_cds_MAE_RS35975_264	lcl|NC_010296.1_cds_MAE_RS35975_264	1	655	+	655	38	38	55	7	7	18	23	33	15	7	4	3
lcl|NC_010296.1_cds_WP_012263982.1_265	lcl|NC_010296.1_cds_WP_012263982.1_265	1	1092	+	1092	3170	2770	2658	1429	1056	2144	1507	1370	1419	495	272	465
lcl|NC_010296.1_cds_WP_002795707.1_267	lcl|NC_010296.1_cds_WP_002795707.1_267	1	609	+	609	670	911	908	513	403	788	474	443	510	146	132	131
lcl|NC_010296.1_cds_WP_002759792.1_268	lcl|NC_010296.1_cds_WP_002759792.1_268	1	327	+	327	418	565	743	222	150	278	304	180	239	63	50	82
lcl|NC_010296.1_cds_WP_002795706.1_269	lcl|NC_010296.1_cds_WP_002795706.1_269	1	543	+	543	2938	4424	5136	1134	569	2493	1165	471	603	231	163	221
lcl|NC_010296.1_cds_WP_002795705.1_270	lcl|NC_010296.1_cds_WP_002795705.1_270	1	357	+	357	868	1063	926	266	143	658	371	206	256	115	114	120
lcl|NC_010296.1_cds_MAE_RS28175_271	lcl|NC_010296.1_cds_MAE_RS28175_271	1	264	+	264	3	1	2	1	0	1	0	0	0	0	4	0
lcl|NC_010296.1_cds_WP_002797663.1_273	lcl|NC_010296.1_cds_WP_002797663.1_273	1	456	+	456	39	49	46	16	11	30	37	13	28	1	2	4
lcl|NC_010296.1_cds_WP_012263991.1_275	lcl|NC_010296.1_cds_WP_012263991.1_275	1	684	+	684	230	327	278	45	30	54	92	71	38	22	14	17
lcl|NC_010296.1_cds_WP_012263992.1_276	lcl|NC_010296.1_cds_WP_012263992.1_276	1	1413	+	1413	2358	1884	1622	962	852	1256	1840	1744	1535	498	344	514
lcl|NC_010296.1_cds_WP_041803631.1_277	lcl|NC_010296.1_cds_WP_041803631.1_277	1	243	+	243	3	6	10	0	0	0	9	2	3	1	0	2
lcl|NC_010296.1_cds_WP_041803632.1_278	lcl|NC_010296.1_cds_WP_041803632.1_278	1	621	+	621	541	593	463	265	227	396	541	371	324	124	35	112
lcl|NC_010296.1_cds_WP_002797670.1_279	lcl|NC_010296.1_cds_WP_002797670.1_279	1	1338	+	1338	153	154	208	73	85	81	148	116	119	26	18	45
lcl|NC_010296.1_cds_WP_012263996.1_280	lcl|NC_010296.1_cds_WP_012263996.1_280	1	1425	+	1425	1173	1398	1530	634	478	924	883	835	790	281	247	348
lcl|NC_010296.1_cds_WP_002797673.1_283	lcl|NC_010296.1_cds_WP_002797673.1_283	1	651	+	651	1727	2042	1919	1039	819	1720	1211	917	992	310	213	340
lcl|NC_010296.1_cds_WP_012264000.1_284	lcl|NC_010296.1_cds_WP_012264000.1_284	1	783	+	783	96	123	138	49	29	51	48	60	26	13	8	7
lcl|NC_010296.1_cds_WP_012264001.1_285	lcl|NC_010296.1_cds_WP_012264001.1_285	1	1221	+	1221	858	975	819	262	224	565	368	251	445	78	60	102
lcl|NC_010296.1_cds_WP_002797683.1_286	lcl|NC_010296.1_cds_WP_002797683.1_286	1	393	+	393	629	906	629	306	224	389	195	135	199	75	61	93
lcl|NC_010296.1_cds_WP_002797685.1_287	lcl|NC_010296.1_cds_WP_002797685.1_287	1	555	+	555	385	430	397	204	205	314	255	293	374	130	68	130
lcl|NC_010296.1_cds_WP_012264002.1_288	lcl|NC_010296.1_cds_WP_012264002.1_288	1	984	+	984	244	277	229	110	99	190	119	216	146	63	51	71
lcl|NC_010296.1_cds_WP_012264003.1_289	lcl|NC_010296.1_cds_WP_012264003.1_289	1	1218	+	1218	319	310	319	220	168	274	220	344	259	95	50	107
lcl|NC_010296.1_cds_WP_012264004.1_290	lcl|NC_010296.1_cds_WP_012264004.1_290	1	1629	+	1629	8	10	0	4	0	7	6	7	3	1	4	0
lcl|NC_010296.1_cds_WP_012264006.1_292	lcl|NC_010296.1_cds_WP_012264006.1_292	1	921	+	921	945	1088	878	435	399	695	748	893	782	312	202	324
lcl|NC_010296.1_cds_WP_041803637.1_294	lcl|NC_010296.1_cds_WP_041803637.1_294	1	1683	+	1683	1079	1139	1581	405	286	571	700	311	484	126	127	140
lcl|NC_010296.1_cds_WP_041803638.1_296	lcl|NC_010296.1_cds_WP_041803638.1_296	1	1443	+	1443	5321	10311	15418	1988	2130	4572	6369	2384	4099	825	540	646
lcl|NC_010296.1_cds_WP_012264013.1_298	lcl|NC_010296.1_cds_WP_012264013.1_298	1	1551	+	1551	51	77	132	65	37	86	142	45	57	15	14	34
lcl|NC_010296.1_cds_WP_041803640.1_299	lcl|NC_010296.1_cds_WP_041803640.1_299	1	903	+	903	15	37	104	13	11	22	43	23	21	4	15	10
lcl|NC_010296.1_cds_WP_012264017.1_303	lcl|NC_010296.1_cds_WP_012264017.1_303	1	882	+	882	24	19	44	20	7	21	37	35	26	4	9	22
lcl|NC_010296.1_cds_WP_041803645.1_304	lcl|NC_010296.1_cds_WP_041803645.1_304	1	1161	+	1161	7	20	16	6	2	6	9	13	16	0	2	6
lcl|NC_010296.1_cds_WP_002797706.1_305	lcl|NC_010296.1_cds_WP_002797706.1_305	1	849	+	849	6	4	20	2	2	4	11	18	9	5	3	10
lcl|NC_010296.1_cds_WP_002797707.1_306	lcl|NC_010296.1_cds_WP_002797707.1_306	1	1479	+	1479	4	4	10	14	2	12	3	14	2	4	10	5
lcl|NC_010296.1_cds_WP_012264022.1_312	lcl|NC_010296.1_cds_WP_012264022.1_312	1	3123	+	3123	1094	1300	994	294	291	711	471	473	399	86	89	140
lcl|NC_010296.1_cds_WP_012264023.1_313	lcl|NC_010296.1_cds_WP_012264023.1_313	1	840	+	840	355	337	320	88	78	186	184	143	128	27	24	60
lcl|NC_010296.1_cds_WP_012264025.1_315	lcl|NC_010296.1_cds_WP_012264025.1_315	1	1779	+	1779	59	77	158	11	17	41	134	48	97	5	10	27
lcl|NC_010296.1_cds_WP_012264026.1_317	lcl|NC_010296.1_cds_WP_012264026.1_317	1	1890	+	1890	1135	1562	1452	724	493	1042	749	478	579	178	152	201
lcl|NC_010296.1_cds_WP_012264027.1_318	lcl|NC_010296.1_cds_WP_012264027.1_318	1	471	+	471	94	97	126	34	21	33	67	52	56	11	6	16
lcl|NC_010296.1_cds_WP_012264028.1_319	lcl|NC_010296.1_cds_WP_012264028.1_319	1	192	+	192	9	14	17	4	6	6	5	2	1	0	2	3
lcl|NC_010296.1_cds_WP_012264030.1_321	lcl|NC_010296.1_cds_WP_012264030.1_321	1	1059	+	1059	360	611	618	84	49	160	141	127	130	32	19	32
lcl|NC_010296.1_cds_WP_012264031.1_322	lcl|NC_010296.1_cds_WP_012264031.1_322	1	2511	+	2511	160	198	235	37	26	77	92	107	121	27	25	19
lcl|NC_010296.1_cds_WP_002747004.1_323	lcl|NC_010296.1_cds_WP_002747004.1_323	1	246	+	246	22	31	30	16	6	36	6	4	0	10	4	11
lcl|NC_010296.1_cds_WP_041803649.1_324	lcl|NC_010296.1_cds_WP_041803649.1_324	1	405	+	405	58	33	41	17	9	37	9	6	8	13	6	2
lcl|NC_010296.1_cds_WP_231859698.1_325	lcl|NC_010296.1_cds_WP_231859698.1_325	1	537	+	537	348	508	468	59	44	145	151	88	77	36	22	27
lcl|NC_010296.1_cds_WP_050766262.1_327	lcl|NC_010296.1_cds_WP_050766262.1_327	1	303	+	303	130	199	212	29	27	40	91	61	64	18	12	13
lcl|NC_010296.1_cds_WP_012264035.1_328	lcl|NC_010296.1_cds_WP_012264035.1_328	1	765	+	765	306	315	291	115	116	203	172	161	170	40	24	37
lcl|NC_010296.1_cds_WP_002763029.1_329	lcl|NC_010296.1_cds_WP_002763029.1_329	1	690	+	690	613	773	658	254	183	341	525	330	335	85	43	80
lcl|NC_010296.1_cds_WP_002800798.1_330	lcl|NC_010296.1_cds_WP_002800798.1_330	1	612	+	612	1037	938	916	458	433	806	612	477	496	145	91	169
lcl|NC_010296.1_cds_WP_002763032.1_331	lcl|NC_010296.1_cds_WP_002763032.1_331	1	342	+	342	234	249	247	125	139	172	102	109	109	43	22	39
lcl|NC_010296.1_cds_MAE_RS01630_332	lcl|NC_010296.1_cds_MAE_RS01630_332	1	2452	+	2452	1025	1212	1020	242	226	607	308	303	268	129	71	87
lcl|NC_010296.1_cds_WP_012264038.1_333	lcl|NC_010296.1_cds_WP_012264038.1_333	1	372	+	372	7	6	19	1	0	4	2	8	1	2	0	0
lcl|NC_010296.1_cds_WP_002761104.1_334	lcl|NC_010296.1_cds_WP_002761104.1_334	1	444	+	444	48	44	32	2	7	27	10	12	6	11	2	17
lcl|NC_010296.1_cds_WP_002774769.1_335	lcl|NC_010296.1_cds_WP_002774769.1_335	1	273	+	273	112	76	32	20	49	80	25	36	16	11	17	10
lcl|NC_010296.1_cds_WP_012264040.1_336	lcl|NC_010296.1_cds_WP_012264040.1_336	1	3540	+	3540	237	311	499	121	101	194	392	158	200	38	54	25
lcl|NC_010296.1_cds_WP_041803654.1_337	lcl|NC_010296.1_cds_WP_041803654.1_337	1	609	+	609	1015	1321	2454	302	174	543	2532	610	925	102	39	85
lcl|NC_010296.1_cds_WP_012264042.1_338	lcl|NC_010296.1_cds_WP_012264042.1_338	1	1101	+	1101	1368	1639	2756	433	360	705	2003	518	602	115	61	107
lcl|NC_010296.1_cds_WP_041803656.1_339	lcl|NC_010296.1_cds_WP_041803656.1_339	1	495	+	495	102	149	243	50	43	58	233	124	97	23	8	18
lcl|NC_010296.1_cds_WP_002763043.1_340	lcl|NC_010296.1_cds_WP_002763043.1_340	1	558	+	558	999	1471	2158	517	371	558	800	412	387	141	86	168
lcl|NC_010296.1_cds_WP_155120266.1_341	lcl|NC_010296.1_cds_WP_155120266.1_341	1	174	+	174	248	325	396	58	35	93	227	57	65	25	8	21
lcl|NC_010296.1_cds_WP_002785172.1_343	lcl|NC_010296.1_cds_WP_002785172.1_343	1	249	+	249	204	256	221	42	37	117	71	55	30	32	29	21
lcl|NC_010296.1_cds_WP_012264047.1_345	lcl|NC_010296.1_cds_WP_012264047.1_345	1	342	+	342	9	14	20	8	2	13	6	2	0	5	0	0
lcl|NC_010296.1_cds_WP_002763046.1_346	lcl|NC_010296.1_cds_WP_002763046.1_346	1	294	+	294	40	57	56	25	11	29	14	12	29	5	0	10
lcl|NC_010296.1_cds_MAE_RS01705_347	lcl|NC_010296.1_cds_MAE_RS01705_347	1	180	+	180	4	10	12	6	0	6	3	0	0	0	4	2
lcl|NC_010296.1_cds_WP_002768607.1_351	lcl|NC_010296.1_cds_WP_002768607.1_351	1	189	+	189	81	72	53	17	12	20	23	5	6	9	6	6
lcl|NC_010296.1_cds_WP_012264052.1_352	lcl|NC_010296.1_cds_WP_012264052.1_352	1	4140	+	4140	174	213	291	68	28	105	224	85	104	13	14	23
lcl|NC_010296.1_cds_WP_012264053.1_353	lcl|NC_010296.1_cds_WP_012264053.1_353	1	2469	+	2469	483	847	744	200	127	302	398	235	243	72	45	43
lcl|NC_010296.1_cds_WP_012264055.1_355	lcl|NC_010296.1_cds_WP_012264055.1_355	1	1248	+	1248	324	562	536	102	50	162	200	133	135	53	48	40
lcl|NC_010296.1_cds_WP_012264056.1_356	lcl|NC_010296.1_cds_WP_012264056.1_356	1	1854	+	1854	72038	79364	83651	38858	30398	50269	30244	24830	25524	8157	3965	7371
lcl|NC_010296.1_cds_WP_012264058.1_357	lcl|NC_010296.1_cds_WP_012264058.1_357	1	948	+	948	200	312	233	118	81	146	116	128	103	54	47	51
lcl|NC_010296.1_cds_WP_012264059.1_358	lcl|NC_010296.1_cds_WP_012264059.1_358	1	1407	+	1407	82	145	129	32	28	43	90	109	79	35	28	31
lcl|NC_010296.1_cds_WP_012264060.1_359	lcl|NC_010296.1_cds_WP_012264060.1_359	1	858	+	858	63	77	38	32	24	58	28	51	26	12	17	22
lcl|NC_010296.1_cds_WP_012264061.1_360	lcl|NC_010296.1_cds_WP_012264061.1_360	1	1038	+	1038	138	151	105	105	99	187	143	149	152	84	76	94
lcl|NC_010296.1_cds_WP_269453957.1_361	lcl|NC_010296.1_cds_WP_269453957.1_361	1	132	+	132	6	6	16	1	3	3	4	1	2	0	2	1
lcl|NC_010296.1_cds_WP_012264063.1_362	lcl|NC_010296.1_cds_WP_012264063.1_362	1	798	+	798	115	143	122	47	30	79	68	108	89	18	13	9
lcl|NC_010296.1_cds_WP_041803663.1_363	lcl|NC_010296.1_cds_WP_041803663.1_363	1	453	+	453	38	49	59	13	9	10	20	13	25	4	8	4
lcl|NC_010296.1_cds_WP_012264066.1_365	lcl|NC_010296.1_cds_WP_012264066.1_365	1	1473	+	1473	2642	2952	4870	1104	872	1739	1985	1205	1481	368	183	350
lcl|NC_010296.1_cds_WP_012264067.1_366	lcl|NC_010296.1_cds_WP_012264067.1_366	1	1530	+	1530	947	2037	2459	650	645	1046	2387	467	651	250	187	253
lcl|NC_010296.1_cds_WP_012264068.1_367	lcl|NC_010296.1_cds_WP_012264068.1_367	1	687	+	687	180	225	161	63	68	87	156	106	85	30	15	17
lcl|NC_010296.1_cds_WP_002763089.1_368	lcl|NC_010296.1_cds_WP_002763089.1_368	1	195	+	195	134	292	240	959	990	1272	270	81	119	454	528	223
lcl|NC_010296.1_cds_WP_041803666.1_369	lcl|NC_010296.1_cds_WP_041803666.1_369	1	576	+	576	229	354	287	127	79	151	146	77	94	24	35	32
lcl|NC_010296.1_cds_WP_041803668.1_370	lcl|NC_010296.1_cds_WP_041803668.1_370	1	1680	+	1680	419	488	434	160	163	292	278	232	219	81	63	81
lcl|NC_010296.1_cds_WP_002739214.1_371	lcl|NC_010296.1_cds_WP_002739214.1_371	1	210	+	210	54	114	121	24	22	37	51	92	74	12	6	9
lcl|NC_010296.1_cds_WP_002797761.1_372	lcl|NC_010296.1_cds_WP_002797761.1_372	1	495	+	495	3282	3663	3458	1916	1488	2686	1664	1597	1703	609	410	547
lcl|NC_010296.1_cds_WP_012264073.1_373	lcl|NC_010296.1_cds_WP_012264073.1_373	1	1149	+	1149	8828	9569	10160	5258	4213	7517	6987	5880	6462	1581	780	1619
lcl|NC_010296.1_cds_WP_002738951.1_374	lcl|NC_010296.1_cds_WP_002738951.1_374	1	396	+	396	2045	3249	3688	1848	1557	2856	2179	2227	2394	639	324	772
lcl|NC_010296.1_cds_WP_002797764.1_375	lcl|NC_010296.1_cds_WP_002797764.1_375	1	363	+	363	750	826	1260	405	230	487	559	383	454	118	95	114
lcl|NC_010296.1_cds_WP_002739276.1_376	lcl|NC_010296.1_cds_WP_002739276.1_376	1	138	+	138	1794	2014	2039	623	548	1086	586	460	591	232	230	199
lcl|NC_010296.1_cds_WP_012264074.1_379	lcl|NC_010296.1_cds_WP_012264074.1_379	1	723	+	723	3413	4233	3679	704	518	1311	2452	1884	1723	456	184	420
lcl|NC_010296.1_cds_WP_012264075.1_380	lcl|NC_010296.1_cds_WP_012264075.1_380	1	2016	+	2016	2490	3088	2684	476	374	1120	1304	811	640	240	162	266
lcl|NC_010296.1_cds_WP_012264076.1_382	lcl|NC_010296.1_cds_WP_012264076.1_382	1	1215	+	1215	842	851	1146	185	126	311	373	214	207	102	67	85
lcl|NC_010296.1_cds_WP_012264077.1_383	lcl|NC_010296.1_cds_WP_012264077.1_383	1	210	+	210	49	65	109	7	21	23	68	61	59	13	6	9
lcl|NC_010296.1_cds_WP_002797773.1_385	lcl|NC_010296.1_cds_WP_002797773.1_385	1	2571	+	2571	5756	7335	7110	2886	2197	3903	4406	2632	3079	900	505	791
lcl|NC_010296.1_cds_MAE_RS31375_386	lcl|NC_010296.1_cds_MAE_RS31375_386	1	1150	+	1150	43	62	55	10	6	20	9	6	10	12	6	13
lcl|NC_010296.1_cds_WP_012264081.1_388	lcl|NC_010296.1_cds_WP_012264081.1_388	1	321	+	321	29	44	40	18	3	16	26	11	15	4	7	3
lcl|NC_010296.1_cds_WP_002779898.1_391	lcl|NC_010296.1_cds_WP_002779898.1_391	1	282	+	282	0	1	0	0	0	1	1	3	0	0	0	3
lcl|NC_010296.1_cds_MAE_RS01930_393	lcl|NC_010296.1_cds_MAE_RS01930_393	1	413	+	413	34	60	41	25	13	16	29	24	21	6	6	5
lcl|NC_010296.1_cds_WP_012264085.1_394	lcl|NC_010296.1_cds_WP_012264085.1_394	1	501	+	501	2	0	0	0	0	0	0	0	0	0	0	1
lcl|NC_010296.1_cds_WP_002797778.1_396	lcl|NC_010296.1_cds_WP_002797778.1_396	1	207	+	207	53	75	59	34	21	36	19	12	11	8	15	22
lcl|NC_010296.1_cds_WP_002748168.1_398	lcl|NC_010296.1_cds_WP_002748168.1_398	1	246	+	246	87	138	132	50	28	42	49	25	25	3	4	5
lcl|NC_010296.1_cds_WP_012264087.1_399	lcl|NC_010296.1_cds_WP_012264087.1_399	1	510	+	510	110	157	122	43	35	49	54	34	46	4	3	11
lcl|NC_010296.1_cds_WP_012264088.1_400	lcl|NC_010296.1_cds_WP_012264088.1_400	1	339	+	339	338	437	386	102	76	172	150	115	72	20	33	25
lcl|NC_010296.1_cds_WP_012264089.1_401	lcl|NC_010296.1_cds_WP_012264089.1_401	1	354	+	354	44	47	46	21	12	41	23	20	19	7	0	7
lcl|NC_010296.1_cds_WP_002792105.1_402	lcl|NC_010296.1_cds_WP_002792105.1_402	1	720	+	720	18	16	23	3	1	3	5	23	13	2	1	0
lcl|NC_010296.1_cds_WP_012264091.1_404	lcl|NC_010296.1_cds_WP_012264091.1_404	1	165	+	165	3	0	0	0	1	2	3	2	0	1	0	0
lcl|NC_010296.1_cds_WP_012264092.1_405	lcl|NC_010296.1_cds_WP_012264092.1_405	1	246	+	246	43	75	58	8	7	3	16	16	13	10	19	13
lcl|NC_010296.1_cds_WP_012264093.1_406	lcl|NC_010296.1_cds_WP_012264093.1_406	1	240	+	240	117	209	168	49	29	46	36	21	24	6	14	5
lcl|NC_010296.1_cds_WP_012264094.1_407	lcl|NC_010296.1_cds_WP_012264094.1_407	1	237	+	237	77	106	160	15	20	26	48	18	32	5	11	15
lcl|NC_010296.1_cds_MAE_RS34630_408	lcl|NC_010296.1_cds_MAE_RS34630_408	1	123	+	123	8	0	5	0	0	0	7	9	2	0	0	4
lcl|NC_010296.1_cds_WP_041803675.1_410	lcl|NC_010296.1_cds_WP_041803675.1_410	1	336	+	336	0	2	2	0	0	0	0	0	0	0	0	0
lcl|NC_010296.1_cds_WP_012264099.1_412	lcl|NC_010296.1_cds_WP_012264099.1_412	1	1365	+	1365	1124	1605	1500	454	414	752	820	871	952	312	204	317
lcl|NC_010296.1_cds_WP_012264100.1_413	lcl|NC_010296.1_cds_WP_012264100.1_413	1	1236	+	1236	1928	2731	2009	609	433	997	864	229	230	148	130	141
lcl|NC_010296.1_cds_WP_002759087.1_415	lcl|NC_010296.1_cds_WP_002759087.1_415	1	531	+	531	691	1016	958	390	257	505	654	358	353	156	100	159
lcl|NC_010296.1_cds_WP_173351049.1_416	lcl|NC_010296.1_cds_WP_173351049.1_416	1	162	+	162	3	18	8	0	0	0	5	2	2	0	3	0
lcl|NC_010296.1_cds_WP_012264102.1_418	lcl|NC_010296.1_cds_WP_012264102.1_418	1	1164	+	1164	56	50	75	58	39	86	49	31	38	22	28	17
lcl|NC_010296.1_cds_WP_012264103.1_419	lcl|NC_010296.1_cds_WP_012264103.1_419	1	726	+	726	31	18	10	15	18	23	2	8	12	13	4	2
lcl|NC_010296.1_cds_WP_012264104.1_421	lcl|NC_010296.1_cds_WP_012264104.1_421	1	525	+	525	289	367	338	122	149	317	151	122	190	41	40	54
lcl|NC_010296.1_cds_WP_012264105.1_422	lcl|NC_010296.1_cds_WP_012264105.1_422	1	813	+	813	431	493	461	218	191	287	350	308	321	51	32	73
lcl|NC_010296.1_cds_WP_002797798.1_423	lcl|NC_010296.1_cds_WP_002797798.1_423	1	942	+	942	661	815	847	436	266	547	852	510	520	148	91	135
lcl|NC_010296.1_cds_WP_012264106.1_424	lcl|NC_010296.1_cds_WP_012264106.1_424	1	807	+	807	366	493	391	137	124	247	410	192	258	55	37	79
lcl|NC_010296.1_cds_WP_012264108.1_426	lcl|NC_010296.1_cds_WP_012264108.1_426	1	405	+	405	10	2	6	0	4	2	6	1	1	0	0	0
lcl|NC_010296.1_cds_MAE_RS02105_429	lcl|NC_010296.1_cds_MAE_RS02105_429	1	1209	+	1209	220	246	209	64	52	94	71	35	38	15	8	10
lcl|NC_010296.1_cds_WP_002797803.1_432	lcl|NC_010296.1_cds_WP_002797803.1_432	1	216	+	216	585	1042	748	260	217	428	601	298	298	75	48	75
