Accession_ID	Chr	Start	End	Strand	Length	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3
lcl|NC_010296.1_cds_WP_041803606.1_155	lcl|NC_010296.1_cds_WP_041803606.1_155	1	345	+	345	2284	3163	517	1461	1370	321	1423	1487	619	4183	1340	861	882	303	194	203	133	185	154	252	189	459	568	133
lcl|NC_010296.1_cds_WP_043995636.1_156	lcl|NC_010296.1_cds_WP_043995636.1_156	1	246	+	246	244	451	276	133	103	132	193	198	150	234	311	256	118	82	85	58	60	105	67	34	84	103	57	46
lcl|NC_010296.1_cds_WP_002760312.1_157	lcl|NC_010296.1_cds_WP_002760312.1_157	1	240	+	240	264	673	458	134	87	167	153	139	197	342	438	416	136	116	103	51	32	62	81	78	66	76	46	106
lcl|NC_010296.1_cds_MAE_RS35970_159	lcl|NC_010296.1_cds_MAE_RS35970_159	1	626	+	626	242	329	161	185	121	141	302	332	204	159	143	133	118	92	114	81	38	80	137	190	224	60	93	45
lcl|NC_010296.1_cds_WP_041804488.1_160	lcl|NC_010296.1_cds_WP_041804488.1_160	1	1728	+	1728	7974	8346	2995	6153	5318	2322	7376	9685	4106	7184	4185	3254	5630	3455	4172	2642	2114	2852	4113	5009	5426	2001	2810	1171
lcl|NC_010296.1_cds_WP_002797549.1_161	lcl|NC_010296.1_cds_WP_002797549.1_161	1	651	+	651	3544	3597	1073	1524	1444	504	1842	2296	862	2677	1177	762	1997	906	1403	455	323	400	806	1093	1137	536	1046	241
lcl|NC_010296.1_cds_WP_012263904.1_162	lcl|NC_010296.1_cds_WP_012263904.1_162	1	1281	+	1281	4996	4594	1916	3459	2833	1369	6726	7232	3401	5049	1930	1734	3062	1931	2466	1218	877	763	2517	3790	3787	1046	1462	505
lcl|NC_010296.1_cds_WP_012263905.1_163	lcl|NC_010296.1_cds_WP_012263905.1_163	1	1911	+	1911	6097	6886	2463	4826	4056	2286	8810	11319	4804	5725	3434	2665	3661	2403	3094	1531	1151	1398	4097	4871	5161	1409	1705	743
lcl|NC_010296.1_cds_WP_012263906.1_164	lcl|NC_010296.1_cds_WP_012263906.1_164	1	309	+	309	326	608	262	303	213	188	689	709	421	472	297	238	198	168	235	108	79	110	380	411	503	121	68	50
lcl|NC_010296.1_cds_WP_012263909.1_168	lcl|NC_010296.1_cds_WP_012263909.1_168	1	825	+	825	3389	6195	2853	2197	1527	1328	4643	4648	2175	4427	2482	2195	1661	745	1119	511	378	415	1486	2138	1859	829	462	435
lcl|NC_010296.1_cds_WP_012263910.1_169	lcl|NC_010296.1_cds_WP_012263910.1_169	1	1785	+	1785	177	206	94	225	136	94	328	432	161	134	132	111	120	86	133	29	24	37	142	205	171	21	55	18
lcl|NC_010296.1_cds_WP_002797556.1_171	lcl|NC_010296.1_cds_WP_002797556.1_171	1	279	+	279	1217	1779	868	840	730	432	1072	1217	896	1466	770	868	767	440	693	265	286	282	488	640	638	440	470	328
lcl|NC_010296.1_cds_WP_002797558.1_172	lcl|NC_010296.1_cds_WP_002797558.1_172	1	777	+	777	11901	12137	7884	8416	7568	5326	9233	11795	7552	8054	9943	6778	9027	5420	7799	3212	2694	4244	5908	8730	8256	2942	4428	2975
lcl|NC_010296.1_cds_WP_002793163.1_173	lcl|NC_010296.1_cds_WP_002793163.1_173	1	678	+	678	5824	6778	3504	4682	3899	2994	6979	8505	5255	4854	4980	3435	3693	2765	4146	1829	1530	2136	4002	5120	4896	1449	1935	1337
lcl|NC_010296.1_cds_WP_012263911.1_174	lcl|NC_010296.1_cds_WP_012263911.1_174	1	1488	+	1488	2718	2528	1301	1715	1440	984	2409	3553	1666	1699	1694	1236	1795	1152	1553	636	636	647	1998	2766	2577	534	1014	565
lcl|NC_010296.1_cds_WP_012263912.1_175	lcl|NC_010296.1_cds_WP_012263912.1_175	1	585	+	585	1927	1905	629	844	734	342	1044	1330	603	1904	543	435	1110	441	572	285	248	256	461	684	689	235	334	84
lcl|NC_010296.1_cds_WP_012263915.1_178	lcl|NC_010296.1_cds_WP_012263915.1_178	1	1323	+	1323	1277	1356	611	921	768	468	1266	1642	685	844	949	642	1024	457	644	344	189	260	501	933	899	285	354	189
lcl|NC_010296.1_cds_WP_002760345.1_179	lcl|NC_010296.1_cds_WP_002760345.1_179	1	894	+	894	1713	2244	935	1251	996	617	1909	2620	1915	1561	1065	870	1286	739	891	474	417	472	972	1411	1402	594	627	324
lcl|NC_010296.1_cds_WP_002797576.1_180	lcl|NC_010296.1_cds_WP_002797576.1_180	1	987	+	987	10516	9044	6534	6642	5666	4269	12061	15987	8252	7338	6823	5441	7003	3144	4524	2166	1724	2259	5616	7172	6772	2198	3026	2078
lcl|NC_010296.1_cds_WP_012263916.1_181	lcl|NC_010296.1_cds_WP_012263916.1_181	1	1965	+	1965	6484	8127	3324	4973	3894	2632	8369	11654	6906	5597	4013	3465	3792	2579	2879	1748	1309	1625	4764	5575	6097	1791	2184	1216
lcl|NC_010296.1_cds_WP_041803608.1_182	lcl|NC_010296.1_cds_WP_041803608.1_182	1	1917	+	1917	4036	4999	2072	3577	3021	1698	3292	4862	2933	3575	2930	2062	2670	1646	1917	1046	753	940	1999	2481	2452	949	1342	648
lcl|NC_010296.1_cds_WP_002797581.1_184	lcl|NC_010296.1_cds_WP_002797581.1_184	1	552	+	552	4870	5631	3078	4102	3621	2515	3070	4867	2735	3847	3211	2953	3364	1966	2345	1459	1047	1419	1638	2117	2118	1191	1478	920
lcl|NC_010296.1_cds_WP_002739790.1_185	lcl|NC_010296.1_cds_WP_002739790.1_185	1	405	+	405	576	864	434	585	553	402	518	712	458	687	528	479	302	283	291	171	136	180	245	341	372	200	166	124
lcl|NC_010296.1_cds_WP_002797582.1_186	lcl|NC_010296.1_cds_WP_002797582.1_186	1	1410	+	1410	3295	4458	1269	2614	2446	1134	2457	3487	1665	3412	1694	1253	2229	1577	1700	1113	921	1017	1779	2125	2172	922	1210	440
lcl|NC_010296.1_cds_WP_012263921.1_187	lcl|NC_010296.1_cds_WP_012263921.1_187	1	1377	+	1377	1821	1536	1303	1065	809	947	884	1452	1092	858	1335	900	1033	715	1103	392	319	563	751	1046	1043	251	437	408
lcl|NC_010296.1_cds_WP_002797584.1_188	lcl|NC_010296.1_cds_WP_002797584.1_188	1	1479	+	1479	2698	2291	1111	1428	1187	717	1721	2641	1548	1033	1050	611	1744	925	1080	549	418	623	1376	1906	1786	423	590	322
lcl|NC_010296.1_cds_WP_012263922.1_189	lcl|NC_010296.1_cds_WP_012263922.1_189	1	792	+	792	3404	2674	1275	2133	1530	901	2840	4155	1765	1470	1349	951	2260	1656	2037	857	904	1161	2011	2746	2938	750	1203	442
lcl|NC_010296.1_cds_WP_002760364.1_190	lcl|NC_010296.1_cds_WP_002760364.1_190	1	1011	+	1011	4542	3669	2099	2757	2155	1406	4538	5814	3070	2158	1952	1338	2834	1887	2056	1082	1114	1618	2581	3340	3366	1085	1580	703
lcl|NC_010296.1_cds_WP_002760365.1_191	lcl|NC_010296.1_cds_WP_002760365.1_191	1	810	+	810	3581	3816	1774	2445	2033	1345	5513	7208	3519	2803	2258	1724	2572	1426	2243	816	575	841	3448	4599	4571	853	1106	618
lcl|NC_010296.1_cds_WP_012263923.1_192	lcl|NC_010296.1_cds_WP_012263923.1_192	1	315	+	315	547	759	254	491	273	207	287	354	198	498	453	328	369	52	107	81	104	64	81	117	124	145	83	38
lcl|NC_010296.1_cds_WP_002797595.1_193	lcl|NC_010296.1_cds_WP_002797595.1_193	1	186	+	186	2	8	2	3	2	0	4	4	0	0	2	0	2	0	0	0	2	0	0	0	2	0	4	0
lcl|NC_010296.1_cds_WP_002797596.1_194	lcl|NC_010296.1_cds_WP_002797596.1_194	1	216	+	216	10	22	0	14	2	0	10	3	0	13	7	2	9	0	0	0	2	0	2	0	0	0	4	0
lcl|NC_010296.1_cds_WP_002793145.1_196	lcl|NC_010296.1_cds_WP_002793145.1_196	1	342	+	342	14	6	12	9	14	7	6	22	2	12	6	4	10	5	6	5	6	17	2	13	3	2	5	4
lcl|NC_010296.1_cds_WP_002797600.1_198	lcl|NC_010296.1_cds_WP_002797600.1_198	1	1206	+	1206	22678	23607	11201	16759	14181	8898	15921	20539	14100	20111	14104	11553	14400	7763	8194	5818	4844	5820	9056	11356	11353	5267	6143	3376
lcl|NC_010296.1_cds_WP_012263925.1_199	lcl|NC_010296.1_cds_WP_012263925.1_199	1	1992	+	1992	15152	23287	8249	16548	14862	7952	19275	23657	13020	26738	15390	12120	10673	8293	11546	6270	4820	7152	9828	12899	13515	5445	7169	3597
lcl|NC_010296.1_cds_WP_002736350.1_200	lcl|NC_010296.1_cds_WP_002736350.1_200	1	135	+	135	1141	1373	1513	973	822	1291	1080	966	627	2112	2236	2508	873	276	458	305	160	210	269	447	419	275	357	722
lcl|NC_010296.1_cds_WP_012263926.1_201	lcl|NC_010296.1_cds_WP_012263926.1_201	1	939	+	939	3392	2792	1295	1814	1481	778	2282	2550	1338	2876	1517	1333	2306	1216	1450	801	635	782	1326	1709	1720	796	1213	586
lcl|NC_010296.1_cds_WP_012263927.1_202	lcl|NC_010296.1_cds_WP_012263927.1_202	1	1128	+	1128	7642	7729	4108	4477	3919	2666	5402	7922	5108	4984	5191	3738	5168	2583	2653	1781	1410	1535	3300	4285	4324	1779	1882	1298
lcl|NC_010296.1_cds_WP_041803611.1_203	lcl|NC_010296.1_cds_WP_041803611.1_203	1	510	+	510	11298	8394	4257	6289	5189	2699	8592	10354	6349	6072	5432	3931	7413	3651	3787	2365	1967	2442	4772	6264	5928	2176	2338	1222
lcl|NC_010296.1_cds_WP_012263929.1_204	lcl|NC_010296.1_cds_WP_012263929.1_204	1	390	+	390	951	2138	950	982	727	567	1824	2176	2363	1683	1322	925	619	353	570	233	195	333	897	1028	1134	593	344	313
lcl|NC_010296.1_cds_WP_012263930.1_205	lcl|NC_010296.1_cds_WP_012263930.1_205	1	1719	+	1719	3391	4575	1552	3185	2242	1143	5843	6024	3639	3919	1602	1484	1723	794	890	622	540	636	1203	1766	1625	1230	691	511
lcl|NC_010296.1_cds_WP_012263931.1_206	lcl|NC_010296.1_cds_WP_012263931.1_206	1	864	+	864	2423	2355	1322	2056	1668	1052	2095	2659	1393	2822	1557	1304	1437	1026	1256	690	481	520	915	1110	1181	610	923	458
lcl|NC_010296.1_cds_WP_002747361.1_207	lcl|NC_010296.1_cds_WP_002747361.1_207	1	384	+	384	1867	1572	623	933	730	434	1248	1546	766	1298	778	620	1040	412	724	361	252	375	666	781	750	365	420	216
lcl|NC_010296.1_cds_WP_002760397.1_208	lcl|NC_010296.1_cds_WP_002760397.1_208	1	1395	+	1395	11272	29090	10262	17430	15119	8708	26920	28396	19657	23386	14525	13224	7275	6000	8729	5717	3983	5939	7420	8932	10627	7152	5098	3558
lcl|NC_010296.1_cds_WP_012263933.1_209	lcl|NC_010296.1_cds_WP_012263933.1_209	1	1746	+	1746	1439	2423	1091	1286	1269	773	1055	1456	1279	2577	1729	1476	960	377	598	404	309	328	229	418	383	399	548	349
lcl|NC_010296.1_cds_WP_012263934.1_210	lcl|NC_010296.1_cds_WP_012263934.1_210	1	204	+	204	90	283	55	103	104	27	166	195	114	235	96	72	85	27	30	14	24	26	19	40	54	18	1	11
lcl|NC_010296.1_cds_WP_002780536.1_211	lcl|NC_010296.1_cds_WP_002780536.1_211	1	462	+	462	655	1401	351	507	432	175	942	1161	1057	1531	461	409	290	123	106	101	89	95	100	179	222	246	99	71
lcl|NC_010296.1_cds_WP_041803615.1_214	lcl|NC_010296.1_cds_WP_041803615.1_214	1	663	+	663	526	958	406	656	544	384	432	511	437	905	645	594	405	270	355	265	222	287	194	201	247	232	271	201
lcl|NC_010296.1_cds_WP_041803617.1_215	lcl|NC_010296.1_cds_WP_041803617.1_215	1	777	+	777	1233	2260	709	1547	1346	698	1657	1939	1183	2011	1236	1096	838	832	1002	431	444	497	747	956	1093	494	581	325
lcl|NC_010296.1_cds_WP_002772118.1_216	lcl|NC_010296.1_cds_WP_002772118.1_216	1	243	+	243	1225	2460	1515	1044	718	885	2950	3140	2380	1685	1713	1615	695	425	651	346	242	333	1112	1513	1465	524	356	360
lcl|NC_010296.1_cds_WP_012263943.1_217	lcl|NC_010296.1_cds_WP_012263943.1_217	1	894	+	894	395	601	169	272	268	82	656	618	294	789	206	185	178	86	97	62	39	63	136	223	177	177	53	51
lcl|NC_010296.1_cds_WP_012263944.1_218	lcl|NC_010296.1_cds_WP_012263944.1_218	1	3063	+	3063	2702	3159	1555	2062	1705	1213	2360	3400	1928	2302	2180	1556	1852	1128	1953	726	673	858	1739	2166	2337	635	944	587
lcl|NC_010296.1_cds_WP_012263945.1_219	lcl|NC_010296.1_cds_WP_012263945.1_219	1	789	+	789	6319	13756	3355	6546	5460	2335	8397	11397	4330	9775	3856	3131	4579	4155	5559	2130	1699	1773	4578	6028	6952	2167	2044	1018
lcl|NC_010296.1_cds_WP_002754961.1_221	lcl|NC_010296.1_cds_WP_002754961.1_221	1	171	+	171	2462	11090	4101	2499	1995	1767	4303	5051	1363	3841	1457	2188	1905	3136	6536	781	584	679	2699	3534	3747	1271	1031	1047
lcl|NC_010296.1_cds_WP_012263948.1_222	lcl|NC_010296.1_cds_WP_012263948.1_222	1	645	+	645	1842	2790	1071	2758	2326	1260	1760	2660	1495	3501	1973	1617	1163	1585	2645	1432	839	1301	1134	1285	1503	1354	2086	682
lcl|NC_010296.1_cds_WP_012263951.1_223	lcl|NC_010296.1_cds_WP_012263951.1_223	1	348	+	348	211	239	117	275	209	161	560	757	384	127	215	143	196	100	85	42	38	45	284	321	324	56	42	26
lcl|NC_010296.1_cds_WP_002761554.1_224	lcl|NC_010296.1_cds_WP_002761554.1_224	1	186	+	186	42	82	26	84	24	23	190	274	104	32	52	34	61	54	18	16	13	5	79	105	87	12	9	3
lcl|NC_010296.1_cds_WP_231859691.1_225	lcl|NC_010296.1_cds_WP_231859691.1_225	1	603	+	603	157	203	121	74	83	75	47	98	42	108	164	162	123	265	85	13	14	22	11	44	20	2	44	35
lcl|NC_010296.1_cds_WP_080506919.1_227	lcl|NC_010296.1_cds_WP_080506919.1_227	1	171	+	171	2959	16851	2349	4799	3330	1160	8375	8965	1748	4833	1608	2083	2618	7285	13880	1560	1141	1579	4433	5282	5474	2344	1442	641
lcl|NC_010296.1_cds_WP_012263954.1_228	lcl|NC_010296.1_cds_WP_012263954.1_228	1	573	+	573	1540	2025	641	1169	941	438	1821	2089	1127	1437	700	549	1136	584	692	316	353	359	823	1217	1230	324	275	108
lcl|NC_010296.1_cds_WP_012263955.1_229	lcl|NC_010296.1_cds_WP_012263955.1_229	1	1128	+	1128	901	847	616	660	604	544	552	939	443	555	654	526	649	421	552	181	262	322	426	596	600	186	394	328
lcl|NC_010296.1_cds_WP_197533163.1_230	lcl|NC_010296.1_cds_WP_197533163.1_230	1	330	+	330	187	197	81	52	92	41	78	123	71	211	242	122	77	103	0	18	14	0	12	21	6	4	23	8
lcl|NC_010296.1_cds_WP_012263957.1_231	lcl|NC_010296.1_cds_WP_012263957.1_231	1	711	+	711	17219	12569	8557	8646	7828	6378	11609	15452	6737	13280	9345	8439	11848	5401	7184	3154	2797	2993	7194	11662	9991	3497	5497	3280
lcl|NC_010296.1_cds_WP_002739006.1_233	lcl|NC_010296.1_cds_WP_002739006.1_233	1	201	+	201	742	647	791	1274	979	1467	3178	4297	4851	375	1181	735	415	264	462	447	400	678	2664	3191	2912	291	296	342
lcl|NC_010296.1_cds_WP_041803625.1_234	lcl|NC_010296.1_cds_WP_041803625.1_234	1	882	+	882	4598	6000	1621	4417	3823	1627	7497	10883	4238	4827	2892	2216	2717	1929	2530	1568	1239	1475	5824	6250	6703	1131	1387	484
lcl|NC_010296.1_cds_WP_012263959.1_235	lcl|NC_010296.1_cds_WP_012263959.1_235	1	399	+	399	860	1414	407	868	748	359	1104	1637	743	1130	849	636	585	574	661	261	283	335	640	862	830	352	381	235
lcl|NC_010296.1_cds_WP_002757728.1_236	lcl|NC_010296.1_cds_WP_002757728.1_236	1	648	+	648	664	1195	478	460	430	284	966	1509	661	1005	785	645	503	578	582	192	318	263	661	659	724	271	588	253
lcl|NC_010296.1_cds_WP_012263960.1_237	lcl|NC_010296.1_cds_WP_012263960.1_237	1	1146	+	1146	2653	3586	1710	2185	1868	1225	3353	4764	2170	3166	2593	2311	1637	1374	1818	824	866	952	2065	2358	2515	841	1240	1013
lcl|NC_010296.1_cds_WP_002737698.1_238	lcl|NC_010296.1_cds_WP_002737698.1_238	1	339	+	339	666	897	476	710	766	456	595	872	630	774	736	628	472	385	530	280	177	443	325	445	369	198	222	178
lcl|NC_010296.1_cds_WP_002736367.1_239	lcl|NC_010296.1_cds_WP_002736367.1_239	1	120	+	120	78470	59444	25616	32205	28770	15219	30396	37235	16034	44992	24891	19280	55466	17074	32565	10803	7976	17476	11053	13461	13789	12754	23637	8662
lcl|NC_010296.1_cds_WP_012263962.1_240	lcl|NC_010296.1_cds_WP_012263962.1_240	1	1557	+	1557	16871	17431	7013	12182	10681	5352	18799	25772	13074	13906	8597	6983	11363	6518	6438	4315	3722	3417	10422	12786	12938	3629	4582	1981
lcl|NC_010296.1_cds_WP_002797635.1_241	lcl|NC_010296.1_cds_WP_002797635.1_241	1	1449	+	1449	8879	9741	4741	7273	6001	3674	10539	15702	8287	7870	4577	3897	5589	3199	2949	2289	1809	1829	5851	6498	7097	2036	2216	1191
lcl|NC_010296.1_cds_WP_012263963.1_242	lcl|NC_010296.1_cds_WP_012263963.1_242	1	255	+	255	787	1475	304	737	739	203	531	781	276	1407	421	370	468	260	281	130	105	128	115	197	197	197	203	92
lcl|NC_010296.1_cds_WP_012263964.1_243	lcl|NC_010296.1_cds_WP_012263964.1_243	1	2442	+	2442	60364	125751	53989	124928	105821	73412	204398	187122	123174	147229	76242	76664	37078	43391	45741	36875	22786	30837	46198	51643	63295	33552	23369	21280
lcl|NC_010296.1_cds_WP_231859694.1_246	lcl|NC_010296.1_cds_WP_231859694.1_246	1	1863	+	1863	860	1486	462	813	672	399	1259	1390	949	960	669	533	414	251	374	278	239	290	494	666	686	271	154	106
lcl|NC_010296.1_cds_WP_012263968.1_247	lcl|NC_010296.1_cds_WP_012263968.1_247	1	435	+	435	600	674	162	489	315	133	704	1014	245	610	191	173	354	194	341	194	172	208	610	923	876	110	176	58
lcl|NC_010296.1_cds_WP_080506920.1_249	lcl|NC_010296.1_cds_WP_080506920.1_249	1	1269	+	1269	3015	3541	1900	2766	2609	1821	3640	4579	2187	3100	2507	1838	2162	1443	2390	983	766	947	1939	2464	2689	806	1223	753
lcl|NC_010296.1_cds_WP_012263972.1_252	lcl|NC_010296.1_cds_WP_012263972.1_252	1	570	+	570	726	999	320	578	403	188	726	802	509	848	280	250	323	189	210	186	132	266	213	348	333	165	136	113
lcl|NC_010296.1_cds_WP_041803627.1_253	lcl|NC_010296.1_cds_WP_041803627.1_253	1	1425	+	1425	3207	3064	1698	2056	1901	1151	1303	2054	1178	2702	2292	1882	2197	1172	1389	664	635	914	990	1172	1253	792	1191	533
lcl|NC_010296.1_cds_WP_012263974.1_254	lcl|NC_010296.1_cds_WP_012263974.1_254	1	627	+	627	1367	971	529	722	705	398	856	1289	648	686	766	501	1029	539	525	357	296	354	889	1106	1021	251	486	240
lcl|NC_010296.1_cds_WP_012263976.1_256	lcl|NC_010296.1_cds_WP_012263976.1_256	1	2658	+	2658	200	184	80	117	116	53	146	223	102	83	93	73	97	99	112	59	39	70	135	166	151	47	32	27
lcl|NC_010296.1_cds_WP_002797650.1_257	lcl|NC_010296.1_cds_WP_002797650.1_257	1	240	+	240	1426	1707	635	1338	1146	557	2066	2577	1232	1145	909	617	896	890	1119	488	440	724	1517	1950	2008	372	376	206
lcl|NC_010296.1_cds_WP_012263978.1_258	lcl|NC_010296.1_cds_WP_012263978.1_258	1	1149	+	1149	6717	10104	3506	6631	5836	3053	9035	12139	6401	8915	6082	4297	4677	3769	5407	2666	1796	2391	6107	7315	7940	2375	3057	1503
lcl|NC_010296.1_cds_WP_002797655.1_261	lcl|NC_010296.1_cds_WP_002797655.1_261	1	552	+	552	9632	9683	6458	7628	6460	5038	4734	6537	4188	8708	7131	6612	4521	2629	4197	2291	1774	2890	2335	2636	2898	2196	2531	1780
lcl|NC_010296.1_cds_WP_002759776.1_262	lcl|NC_010296.1_cds_WP_002759776.1_262	1	657	+	657	24355	18392	12802	10309	9476	7142	11494	16427	9499	10931	10770	7964	12417	5483	6959	2664	2124	2854	6783	7914	7238	3128	4212	2714
lcl|NC_010296.1_cds_WP_002797657.1_263	lcl|NC_010296.1_cds_WP_002797657.1_263	1	591	+	591	833	942	451	746	701	445	722	1028	435	916	830	578	448	112	163	123	124	111	159	231	234	162	142	74
lcl|NC_010296.1_cds_MAE_RS35975_264	lcl|NC_010296.1_cds_MAE_RS35975_264	1	655	+	655	119	217	48	169	158	40	34	126	24	138	46	39	87	8	55	24	8	16	6	23	31	23	21	11
lcl|NC_010296.1_cds_WP_012263982.1_265	lcl|NC_010296.1_cds_WP_012263982.1_265	1	1092	+	1092	5898	7723	5062	6274	5423	4922	6900	10761	6262	5455	6422	5683	3842	3063	2851	1848	1952	2167	4461	5079	4803	1813	2082	1716
lcl|NC_010296.1_cds_WP_002795707.1_267	lcl|NC_010296.1_cds_WP_002795707.1_267	1	609	+	609	9162	15747	3336	12843	10687	3727	14333	15521	5707	15623	6108	4657	5609	5233	7792	4341	2653	2863	6157	8147	8248	3654	3892	1484
lcl|NC_010296.1_cds_WP_002759792.1_268	lcl|NC_010296.1_cds_WP_002759792.1_268	1	327	+	327	10380	17614	4947	16488	13950	6470	9892	10129	5648	23867	10605	9422	6853	6879	12445	6404	4194	7179	4000	5298	6199	6003	6464	2806
lcl|NC_010296.1_cds_WP_002795706.1_269	lcl|NC_010296.1_cds_WP_002795706.1_269	1	543	+	543	5346	5471	2635	4582	3464	2266	10643	14859	5559	4794	2956	2238	3221	1962	2786	1481	1065	1500	6718	8151	8288	1281	1515	862
lcl|NC_010296.1_cds_WP_002795705.1_270	lcl|NC_010296.1_cds_WP_002795705.1_270	1	357	+	357	1430	1363	826	1037	872	756	1655	2214	1437	840	1162	850	800	486	624	331	261	325	1008	1271	1268	311	391	225
lcl|NC_010296.1_cds_MAE_RS28175_271	lcl|NC_010296.1_cds_MAE_RS28175_271	1	264	+	264	14	32	2	31	12	3	66	75	11	11	2	0	11	10	22	4	10	0	38	54	21	13	1	0
lcl|NC_010296.1_cds_WP_002797663.1_273	lcl|NC_010296.1_cds_WP_002797663.1_273	1	456	+	456	220	225	123	110	90	97	112	126	41	189	155	122	137	52	64	35	49	97	30	76	47	70	43	42
lcl|NC_010296.1_cds_WP_012263991.1_275	lcl|NC_010296.1_cds_WP_012263991.1_275	1	684	+	684	497	562	289	264	214	140	262	295	212	414	294	226	265	54	28	48	34	84	24	52	46	78	54	65
lcl|NC_010296.1_cds_WP_012263992.1_276	lcl|NC_010296.1_cds_WP_012263992.1_276	1	1413	+	1413	6443	6793	3515	3845	3201	2299	4274	5830	4087	3846	4473	2700	3784	1967	2231	1200	978	1524	3020	3265	3204	1084	1178	739
lcl|NC_010296.1_cds_WP_041803631.1_277	lcl|NC_010296.1_cds_WP_041803631.1_277	1	243	+	243	46	69	15	62	62	8	19	34	5	62	15	16	29	54	38	24	9	0	10	16	13	12	3	4
lcl|NC_010296.1_cds_WP_041803632.1_278	lcl|NC_010296.1_cds_WP_041803632.1_278	1	621	+	621	1265	1590	850	1237	1113	787	2002	2599	1221	1397	1496	1113	793	608	1022	408	352	535	1093	1487	1625	409	613	342
lcl|NC_010296.1_cds_WP_002797670.1_279	lcl|NC_010296.1_cds_WP_002797670.1_279	1	1338	+	1338	651	971	372	708	665	383	683	1011	515	766	673	412	518	337	533	320	218	257	611	759	742	271	397	152
lcl|NC_010296.1_cds_WP_012263996.1_280	lcl|NC_010296.1_cds_WP_012263996.1_280	1	1425	+	1425	6152	8742	3968	7599	6395	4422	6123	7977	5488	8946	7556	5664	4094	3239	4901	2459	2241	3062	3722	4430	4454	1970	3264	1683
lcl|NC_010296.1_cds_WP_002797673.1_283	lcl|NC_010296.1_cds_WP_002797673.1_283	1	651	+	651	8400	6105	4402	4401	3684	2937	6072	8086	4438	3832	5574	3815	5580	2461	3393	1527	1522	2099	4153	5153	4924	1502	1957	1431
lcl|NC_010296.1_cds_WP_012264000.1_284	lcl|NC_010296.1_cds_WP_012264000.1_284	1	783	+	783	485	470	184	516	382	256	565	670	308	831	519	429	283	124	134	82	62	122	100	99	135	152	139	116
lcl|NC_010296.1_cds_WP_012264001.1_285	lcl|NC_010296.1_cds_WP_012264001.1_285	1	1221	+	1221	1511	2061	856	2426	1729	980	3973	4861	3228	3197	2132	1838	740	777	840	749	582	677	1118	1852	1874	738	802	416
lcl|NC_010296.1_cds_WP_002797683.1_286	lcl|NC_010296.1_cds_WP_002797683.1_286	1	393	+	393	573	552	728	958	627	890	1505	1800	1642	694	1188	1325	240	350	528	407	336	723	796	950	1116	281	334	417
lcl|NC_010296.1_cds_WP_002797685.1_287	lcl|NC_010296.1_cds_WP_002797685.1_287	1	555	+	555	3437	2377	1074	1531	1179	589	2755	3512	1537	1298	819	608	1795	945	1327	579	411	502	1666	2535	2228	359	574	209
lcl|NC_010296.1_cds_WP_012264002.1_288	lcl|NC_010296.1_cds_WP_012264002.1_288	1	984	+	984	824	776	436	610	544	346	238	341	301	665	568	363	544	188	284	205	147	154	111	212	174	134	202	134
lcl|NC_010296.1_cds_WP_012264003.1_289	lcl|NC_010296.1_cds_WP_012264003.1_289	1	1218	+	1218	537	398	207	375	374	231	109	324	115	377	409	344	379	58	87	29	35	26	56	88	79	18	90	39
lcl|NC_010296.1_cds_WP_012264004.1_290	lcl|NC_010296.1_cds_WP_012264004.1_290	1	1629	+	1629	75	41	42	34	38	34	18	24	8	10	73	54	80	28	20	10	10	24	8	10	11	19	18	22
lcl|NC_010296.1_cds_WP_012264006.1_292	lcl|NC_010296.1_cds_WP_012264006.1_292	1	921	+	921	2592	2585	1271	1925	1523	846	3870	4442	2438	2302	1705	1407	1657	845	1245	687	482	633	1678	2467	2379	562	716	402
lcl|NC_010296.1_cds_WP_041803637.1_294	lcl|NC_010296.1_cds_WP_041803637.1_294	1	1683	+	1683	3464	3331	2454	2605	2459	2137	3383	4800	3241	2440	2883	2148	1994	1498	1957	1073	946	1209	2046	2356	2541	992	1186	868
lcl|NC_010296.1_cds_WP_041803638.1_296	lcl|NC_010296.1_cds_WP_041803638.1_296	1	1443	+	1443	1989	1716	789	2586	2194	1244	14472	22809	8607	2031	1059	889	1981	1249	1404	1244	2563	1680	11681	12986	13730	939	1072	522
lcl|NC_010296.1_cds_WP_012264013.1_298	lcl|NC_010296.1_cds_WP_012264013.1_298	1	1551	+	1551	4390	7872	3474	10657	7609	6745	4672	7262	4848	6369	3426	3789	3388	4108	2154	3747	2712	2624	1787	1481	2471	1547	1716	1334
lcl|NC_010296.1_cds_WP_041803640.1_299	lcl|NC_010296.1_cds_WP_041803640.1_299	1	903	+	903	1824	3132	1430	4671	3336	2743	2050	2793	2329	2852	1517	1578	1273	1713	656	1750	1231	1387	793	643	935	692	858	548
lcl|NC_010296.1_cds_WP_012264017.1_303	lcl|NC_010296.1_cds_WP_012264017.1_303	1	882	+	882	1243	2125	883	2966	2326	1692	1031	1580	1295	1732	1185	860	979	1020	510	974	802	953	366	321	526	467	494	326
