# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/phage_pangenome.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/FC/TAIHU_all_featurecounts.txt" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam" 
Geneid	Chr	Start	End	Strand	Length	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam
lcl|NC_008562.1_cds_YP_851099.1_85.1	lcl|NC_008562.1_cds_YP_851099.1_85	1	1353	+	1353	3930	2729	1643	6870	5270	3687	1736	2321	1099	10804	3688	4392	2932	4246	7423	9948	12401	8883	1744	1891	1973	9117	9605	6561
lcl|NC_008562.1_cds_YP_851100.1_86.1	lcl|NC_008562.1_cds_YP_851100.1_86	1	1314	+	1314	3965	3339	1875	8006	6830	4339	2304	3178	1639	11654	5914	5888	3383	5356	11063	12114	17066	11326	2051	2340	2749	13669	13047	8453
lcl|NC_008562.1_cds_YP_851101.1_87.1	lcl|NC_008562.1_cds_YP_851101.1_87	1	1107	+	1107	2388	2135	1579	4432	3993	3347	1194	1594	875	6528	4808	4625	1890	2939	7795	6903	9036	8562	1183	1319	1296	7782	8092	6596
lcl|NC_008562.1_cds_YP_851102.1_88.1	lcl|NC_008562.1_cds_YP_851102.1_88	1	669	+	669	632	421	300	1337	1136	645	361	478	291	1573	1191	1154	545	839	2000	1669	1875	1549	311	384	433	1703	1820	1131
lcl|NC_008562.1_cds_YP_851103.1_89.1	lcl|NC_008562.1_cds_YP_851103.1_89	1	1878	+	1878	888	544	431	1517	1172	1042	429	586	295	2069	1017	1301	692	901	2133	1829	1862	1934	432	523	538	2304	2207	1797
lcl|NC_008562.1_cds_YP_851104.1_90.1	lcl|NC_008562.1_cds_YP_851104.1_90	1	699	+	699	282	205	175	486	451	258	162	165	79	989	296	348	183	315	714	741	708	534	149	142	203	929	611	469
lcl|NC_008562.1_cds_YP_851105.1_91.1	lcl|NC_008562.1_cds_YP_851105.1_91	1	2325	+	2325	5076	4183	3488	8999	7672	6340	2578	3621	1825	12582	8398	8364	4630	6389	13587	15117	20609	15546	2758	3188	3393	16448	16167	13063
lcl|NC_008562.1_cds_YP_851106.1_92.1	lcl|NC_008562.1_cds_YP_851106.1_92	1	711	+	711	1020	818	1171	1818	1594	2368	585	834	479	3137	2563	2806	772	1288	4550	2638	3477	3595	611	639	684	3383	3116	4315
lcl|NC_008562.1_cds_YP_851107.1_93.1	lcl|NC_008562.1_cds_YP_851107.1_93	1	1872	+	1872	553	341	205	841	804	547	252	366	127	982	422	464	325	457	1598	1230	1231	1130	276	321	365	972	1070	797
lcl|NC_008562.1_cds_YP_851108.1_94.1	lcl|NC_008562.1_cds_YP_851108.1_94	1	1566	+	1566	464	296	169	861	801	447	327	332	140	787	391	378	378	588	1145	1348	1396	1127	345	389	322	763	889	532
lcl|NC_008562.1_cds_YP_851109.1_95.1	lcl|NC_008562.1_cds_YP_851109.1_95	1	1194	+	1194	298	171	84	534	473	253	202	217	78	743	180	202	235	232	752	744	652	420	182	230	210	523	654	262
lcl|NC_008562.1_cds_YP_851110.1_96.1	lcl|NC_008562.1_cds_YP_851110.1_96	1	513	+	513	128	66	46	253	174	97	91	110	14	199	104	87	43	107	282	280	245	218	59	87	86	173	249	127
lcl|NC_008562.1_cds_YP_851111.1_97.1	lcl|NC_008562.1_cds_YP_851111.1_97	1	1095	+	1095	228	140	95	441	433	215	166	162	71	447	193	214	156	258	655	607	460	569	165	182	160	455	518	221
lcl|NC_008562.1_cds_YP_851112.1_98.1	lcl|NC_008562.1_cds_YP_851112.1_98	1	3534	+	3534	243	218	121	613	655	321	193	208	84	845	271	260	262	313	852	998	878	745	149	235	204	680	727	412
lcl|NC_008562.1_cds_YP_851113.1_99.1	lcl|NC_008562.1_cds_YP_851113.1_99	1	354	+	354	95	49	37	110	139	78	68	62	25	159	75	48	45	56	276	177	145	143	75	46	59	154	201	98
lcl|NC_008562.1_cds_YP_851114.1_100.1	lcl|NC_008562.1_cds_YP_851114.1_100	1	378	+	378	176	111	104	270	218	211	89	108	42	311	237	246	139	212	580	407	408	462	87	104	96	348	429	333
lcl|NC_008562.1_cds_YP_851115.1_101.1	lcl|NC_008562.1_cds_YP_851115.1_101	1	981	+	981	286	209	182	433	476	346	157	242	114	793	392	392	212	282	721	748	770	783	189	169	203	608	711	527
lcl|NC_008562.1_cds_YP_851116.1_102.1	lcl|NC_008562.1_cds_YP_851116.1_102	1	2790	+	2790	644	360	295	1028	1032	567	432	477	219	1547	798	811	483	652	2529	1543	1630	1944	333	481	435	1486	1680	1011
lcl|NC_008562.1_cds_YP_851117.1_103.1	lcl|NC_008562.1_cds_YP_851117.1_103	1	816	+	816	241	86	87	293	306	190	88	118	53	426	263	224	147	211	615	487	467	393	95	117	152	307	475	257
lcl|NC_008562.1_cds_YP_851119.1_105.1	lcl|NC_008562.1_cds_YP_851119.1_105	1	1734	+	1734	418	352	204	704	728	360	320	328	184	1395	469	461	384	697	1452	1219	1496	1162	305	333	363	1234	1259	680
lcl|NC_008562.1_cds_YP_851120.1_106.1	lcl|NC_008562.1_cds_YP_851120.1_106	1	1014	+	1014	422	274	147	631	706	307	318	263	92	1021	372	374	265	418	1150	1016	1052	809	206	275	285	861	960	461
lcl|NC_008562.1_cds_YP_851121.1_107.1	lcl|NC_008562.1_cds_YP_851121.1_107	1	558	+	558	285	174	95	466	425	263	147	191	89	605	277	292	212	276	757	675	753	593	137	163	175	696	603	403
lcl|NC_008562.1_cds_YP_851122.1_108.1	lcl|NC_008562.1_cds_YP_851122.1_108	1	4080	+	4080	1074	767	498	2242	2025	1230	887	893	443	3297	1411	1446	898	1311	3629	3422	3517	2943	858	836	905	2957	3333	1907
lcl|NC_008562.1_cds_YP_851124.1_110.1	lcl|NC_008562.1_cds_YP_851124.1_110	1	336	+	336	181	166	66	309	256	96	113	101	29	775	123	138	99	218	692	450	517	509	85	76	118	365	507	171
lcl|NC_008562.1_cds_YP_851125.1_111.1	lcl|NC_008562.1_cds_YP_851125.1_111	1	1581	+	1581	99	51	45	164	125	68	53	59	16	274	126	131	40	70	186	185	208	165	26	38	45	247	250	135
lcl|NC_008562.1_cds_YP_851127.1_113.1	lcl|NC_008562.1_cds_YP_851127.1_113	1	1149	+	1149	373	217	122	576	463	258	179	169	85	817	324	336	240	326	1203	768	835	724	126	189	172	746	813	466
lcl|NC_008562.1_cds_YP_851128.1_114.1	lcl|NC_008562.1_cds_YP_851128.1_114	1	846	+	846	178	171	94	338	351	171	97	138	54	527	223	219	174	268	752	578	568	578	103	152	151	459	438	340
lcl|NC_008562.1_cds_YP_851129.1_115.1	lcl|NC_008562.1_cds_YP_851129.1_115	1	369	+	369	323	230	118	507	540	260	163	134	79	777	248	230	271	289	916	892	1067	901	128	164	194	731	761	406
lcl|NC_008562.1_cds_YP_851130.1_116.1	lcl|NC_008562.1_cds_YP_851130.1_116	1	471	+	471	117	98	27	261	278	113	93	89	45	359	108	119	106	127	431	371	354	337	76	93	111	308	283	159
lcl|NC_008562.1_cds_YP_851131.1_117.1	lcl|NC_008562.1_cds_YP_851131.1_117	1	789	+	789	331	199	109	542	450	258	155	149	65	1069	247	334	265	433	1091	739	760	604	192	216	254	659	822	400
lcl|NC_008562.1_cds_YP_851132.1_118.1	lcl|NC_008562.1_cds_YP_851132.1_118	1	1779	+	1779	538	368	209	1009	810	497	389	401	204	1363	532	555	393	547	1615	1447	1340	1312	271	348	360	1116	1240	777
lcl|NC_008562.1_cds_YP_851133.1_119.1	lcl|NC_008562.1_cds_YP_851133.1_119	1	636	+	636	276	191	105	557	450	222	112	137	63	710	347	300	279	369	1062	789	1070	769	106	143	203	667	855	362
lcl|NC_008562.1_cds_YP_851135.1_121.1	lcl|NC_008562.1_cds_YP_851135.1_121	1	189	+	189	44	44	47	122	124	182	33	45	15	106	69	71	23	32	137	139	117	138	21	25	22	75	128	173
lcl|NC_008562.1_cds_YP_851137.1_123.1	lcl|NC_008562.1_cds_YP_851137.1_123	1	711	+	711	363	285	159	862	770	433	357	421	138	677	357	355	306	469	936	1211	971	662	290	328	385	714	982	580
lcl|NC_008562.1_cds_YP_851138.1_124.1	lcl|NC_008562.1_cds_YP_851138.1_124	1	447	+	447	146	118	67	255	171	100	115	158	52	224	73	93	85	162	424	299	330	206	114	131	121	196	244	150
lcl|NC_008562.1_cds_YP_851139.1_125.1	lcl|NC_008562.1_cds_YP_851139.1_125	1	1143	+	1143	199	114	127	287	333	349	103	161	88	324	203	257	151	232	471	413	421	398	155	158	152	337	345	462
lcl|NC_008562.1_cds_YP_851140.1_126.1	lcl|NC_008562.1_cds_YP_851140.1_126	1	546	+	546	402	255	240	588	549	497	278	333	126	545	389	446	318	399	1169	1112	1033	1062	295	368	392	764	826	626
lcl|NC_008562.1_cds_YP_851141.1_127.1	lcl|NC_008562.1_cds_YP_851141.1_127	1	204	+	204	44	25	15	32	70	11	14	20	6	127	13	12	16	17	89	83	56	14	30	19	12	76	71	26
lcl|NC_008562.1_cds_YP_851142.1_128.1	lcl|NC_008562.1_cds_YP_851142.1_128	1	918	+	918	200	102	98	362	395	258	198	154	62	696	204	235	123	245	649	638	441	525	104	135	105	451	429	319
lcl|NC_008562.1_cds_YP_851143.1_129.1	lcl|NC_008562.1_cds_YP_851143.1_129	1	339	+	339	16	17	10	44	56	11	16	28	5	122	8	17	12	26	23	65	46	27	22	29	21	70	20	16
lcl|NC_008562.1_cds_YP_851144.1_130.1	lcl|NC_008562.1_cds_YP_851144.1_130	1	498	+	498	57	15	45	95	129	78	37	48	18	166	92	76	39	26	106	107	163	140	28	24	38	112	93	77
lcl|NC_008562.1_cds_YP_851145.1_131.1	lcl|NC_008562.1_cds_YP_851145.1_131	1	801	+	801	168	130	90	410	444	279	169	136	79	617	187	231	84	133	465	696	519	511	90	80	136	442	324	264
lcl|NC_008562.1_cds_YP_851146.1_132.1	lcl|NC_008562.1_cds_YP_851146.1_132	1	342	+	342	95	31	26	113	121	96	27	29	22	160	59	70	34	79	110	154	210	162	19	44	21	134	117	87
lcl|NC_008562.1_cds_YP_851147.1_133.1	lcl|NC_008562.1_cds_YP_851147.1_133	1	501	+	501	55	43	44	87	128	82	35	38	17	180	62	110	32	48	194	191	132	144	26	45	55	169	124	119
lcl|NC_008562.1_cds_YP_851148.1_134.1	lcl|NC_008562.1_cds_YP_851148.1_134	1	1194	+	1194	261	149	97	623	624	384	209	180	80	590	292	327	126	215	703	691	651	690	171	193	174	474	524	345
lcl|NC_008562.1_cds_YP_851149.1_135.1	lcl|NC_008562.1_cds_YP_851149.1_135	1	1173	+	1173	4786	4553	3736	4028	3579	3411	2665	4783	2622	4995	5228	4513	3195	1040	2244	1515	1128	1610	867	1300	1363	1155	2100	1331
lcl|NC_008562.1_cds_YP_851150.1_136.1	lcl|NC_008562.1_cds_YP_851150.1_136	1	609	+	609	4041	3849	3656	3540	2795	3351	2068	3559	2066	4299	4433	4233	2797	598	1204	844	693	888	555	876	908	692	1112	860
lcl|NC_008562.1_cds_YP_851151.1_137.1	lcl|NC_008562.1_cds_YP_851151.1_137	1	192	+	192	14	4	0	29	11	21	4	2	0	3	2	7	4	4	5	21	36	15	2	0	3	1	35	16
lcl|NC_008562.1_cds_YP_851152.1_138.1	lcl|NC_008562.1_cds_YP_851152.1_138	1	189	+	189	7	1	1	2	1	6	0	1	0	10	2	5	0	1	3	5	2	11	0	0	0	3	5	5
lcl|NC_008562.1_cds_YP_851153.1_139.1	lcl|NC_008562.1_cds_YP_851153.1_139	1	261	+	261	0	0	0	4	1	1	2	2	1	0	0	0	4	2	2	13	2	0	2	10	0	0	3	3
lcl|NC_008562.1_cds_YP_851155.1_141.1	lcl|NC_008562.1_cds_YP_851155.1_141	1	210	+	210	0	4	3	5	2	0	0	2	0	0	2	8	0	0	2	3	2	6	0	9	0	3	6	6
lcl|NC_008562.1_cds_YP_851156.1_142.1	lcl|NC_008562.1_cds_YP_851156.1_142	1	216	+	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NC_008562.1_cds_YP_851157.1_143.1	lcl|NC_008562.1_cds_YP_851157.1_143	1	189	+	189	6	0	3	4	11	3	0	10	1	15	2	9	1	4	34	25	30	14	0	7	2	3	5	8
lcl|NC_008562.1_cds_YP_851158.1_144.1	lcl|NC_008562.1_cds_YP_851158.1_144	1	240	+	240	3	0	3	10	5	2	10	2	2	10	10	2	4	8	14	13	2	8	2	0	2	14	7	7
lcl|NC_008562.1_cds_YP_851159.1_145.1	lcl|NC_008562.1_cds_YP_851159.1_145	1	381	+	381	10	1	8	9	10	10	9	5	5	45	25	15	13	8	45	17	18	16	6	12	12	30	16	17
lcl|NC_008562.1_cds_YP_851160.1_146.1	lcl|NC_008562.1_cds_YP_851160.1_146	1	243	+	243	2	0	2	6	2	1	2	2	0	26	9	7	10	2	6	29	19	3	1	2	0	13	28	2
lcl|NC_008562.1_cds_YP_851161.1_147.1	lcl|NC_008562.1_cds_YP_851161.1_147	1	207	+	207	16	0	0	5	8	2	2	0	0	27	9	4	6	6	4	19	9	9	0	4	4	7	7	3
lcl|NC_008562.1_cds_YP_851163.1_149.1	lcl|NC_008562.1_cds_YP_851163.1_149	1	204	+	204	4	0	5	0	10	5	0	0	0	7	1	1	5	0	7	3	2	1	0	0	0	2	0	8
lcl|NC_008562.1_cds_YP_851164.1_150.1	lcl|NC_008562.1_cds_YP_851164.1_150	1	321	+	321	0	0	1	2	0	5	0	0	0	0	2	0	0	8	4	11	7	4	2	2	0	0	4	1
lcl|NC_008562.1_cds_YP_851166.1_152.1	lcl|NC_008562.1_cds_YP_851166.1_152	1	174	+	174	11	15	5	16	11	9	5	17	5	4	2	4	7	0	6	29	13	13	6	8	2	0	4	1
lcl|NC_008562.1_cds_YP_851169.1_155.1	lcl|NC_008562.1_cds_YP_851169.1_155	1	213	+	213	1	1	3	5	4	4	0	0	0	2	0	0	7	0	1	5	1	6	2	1	6	0	0	0
lcl|NC_008562.1_cds_YP_851170.1_156.1	lcl|NC_008562.1_cds_YP_851170.1_156	1	186	+	186	2	4	2	4	0	0	0	0	0	8	0	2	2	2	2	6	2	0	1	0	0	2	12	4
lcl|NC_008562.1_cds_YP_851171.1_157.1	lcl|NC_008562.1_cds_YP_851171.1_157	1	243	+	243	10	10	4	13	10	7	8	2	4	17	11	9	7	7	40	12	21	8	7	4	15	5	12	11
lcl|NC_008562.1_cds_YP_851172.1_158.1	lcl|NC_008562.1_cds_YP_851172.1_158	1	327	+	327	24	16	0	61	32	5	36	20	0	98	0	1	14	10	56	40	18	0	0	15	4	38	13	4
lcl|NC_008562.1_cds_YP_851173.1_159.1	lcl|NC_008562.1_cds_YP_851173.1_159	1	282	+	282	144	78	60	323	267	177	108	128	71	368	133	172	109	98	480	338	237	258	61	85	99	281	320	237
lcl|NC_008562.1_cds_YP_851175.1_161.1	lcl|NC_008562.1_cds_YP_851175.1_161	1	456	+	456	134	75	62	257	208	119	105	120	36	197	91	93	88	134	199	376	284	183	70	88	102	201	237	127
lcl|NC_008562.1_cds_YP_851176.1_162.1	lcl|NC_008562.1_cds_YP_851176.1_162	1	612	+	612	230	100	102	319	317	176	91	156	75	289	118	115	91	217	476	629	453	489	147	191	170	339	420	217
lcl|NC_008562.1_cds_YP_851177.1_163.1	lcl|NC_008562.1_cds_YP_851177.1_163	1	627	+	627	107	83	98	118	89	135	27	52	62	69	83	88	85	90	111	124	80	224	20	57	32	107	62	111
lcl|NC_008562.1_cds_YP_851178.1_164.1	lcl|NC_008562.1_cds_YP_851178.1_164	1	264	+	264	137	65	168	182	187	263	77	71	76	273	299	405	77	168	593	283	353	261	48	98	70	290	300	560
lcl|NC_008562.1_cds_YP_851179.1_165.1	lcl|NC_008562.1_cds_YP_851179.1_165	1	600	+	600	81	69	63	170	184	144	102	90	53	267	133	161	48	150	267	159	107	226	54	66	72	191	192	189
lcl|NC_008562.1_cds_YP_851180.1_166.1	lcl|NC_008562.1_cds_YP_851180.1_166	1	1452	+	1452	714	426	369	1454	1301	1021	519	692	340	1721	754	1025	428	763	2084	1915	1928	1865	440	560	553	1668	1154	1142
lcl|NC_008562.1_cds_YP_851181.1_167.1	lcl|NC_008562.1_cds_YP_851181.1_167	1	1227	+	1227	958	552	479	1987	1851	1366	737	991	423	2224	794	1208	562	855	1739	2801	2310	1704	636	717	804	1934	1456	1397
lcl|NC_008562.1_cds_YP_851183.1_169.1	lcl|NC_008562.1_cds_YP_851183.1_169	1	1104	+	1104	677	522	424	1408	1367	987	770	867	436	1374	898	909	568	821	2861	2166	1972	2673	698	842	798	1574	1604	1065
lcl|NC_008562.1_cds_YP_851184.1_170.1	lcl|NC_008562.1_cds_YP_851184.1_170	1	171	+	171	45	31	12	68	104	49	50	34	10	146	15	41	24	20	64	140	83	38	22	24	28	132	110	69
lcl|NC_008562.1_cds_YP_851185.1_171.1	lcl|NC_008562.1_cds_YP_851185.1_171	1	1149	+	1149	12906	20301	19618	11781	9942	14234	11783	13723	11285	16949	20751	22184	8411	2925	4750	2536	2092	3271	3576	5202	5091	3129	3451	4403
lcl|NC_008562.1_cds_YP_851186.1_172.1	lcl|NC_008562.1_cds_YP_851186.1_172	1	264	+	264	99	59	42	185	207	87	69	105	30	415	76	100	62	73	112	272	252	151	49	51	59	237	121	108
lcl|NC_008562.1_cds_YP_851187.1_173.1	lcl|NC_008562.1_cds_YP_851187.1_173	1	756	+	756	186	98	109	369	395	307	142	168	87	434	170	305	116	157	296	478	472	286	124	146	114	381	210	293
lcl|NC_008562.1_cds_YP_851188.1_174.1	lcl|NC_008562.1_cds_YP_851188.1_174	1	1137	+	1137	546	315	181	871	1022	520	378	389	186	1827	430	526	235	474	904	1202	1226	951	302	270	262	1089	781	565
lcl|NC_008562.1_cds_YP_851190.1_176.1	lcl|NC_008562.1_cds_YP_851190.1_176	1	1104	+	1104	298	184	223	608	625	689	191	247	142	726	324	545	184	297	595	805	810	701	175	239	200	643	495	603
lcl|NC_008562.1_cds_YP_851191.1_177.1	lcl|NC_008562.1_cds_YP_851191.1_177	1	567	+	567	243	117	85	518	556	281	153	180	85	855	138	255	139	169	326	688	606	327	116	128	118	437	356	216
lcl|NC_008562.1_cds_YP_851192.1_178.1	lcl|NC_008562.1_cds_YP_851192.1_178	1	963	+	963	332	225	155	633	582	362	320	358	124	967	285	394	158	238	760	713	674	424	180	191	203	720	564	443
lcl|NC_008562.1_cds_YP_851193.1_179.1	lcl|NC_008562.1_cds_YP_851193.1_179	1	156	+	156	42	20	7	33	37	13	19	21	11	140	5	31	38	40	40	78	64	24	8	18	26	87	65	18
lcl|NC_008562.1_cds_YP_851195.1_181.1	lcl|NC_008562.1_cds_YP_851195.1_181	1	675	+	675	100	69	69	162	142	128	82	134	60	335	98	173	74	113	312	198	168	147	57	75	44	238	186	216
lcl|NC_008562.1_cds_YP_851196.1_182.1	lcl|NC_008562.1_cds_YP_851196.1_182	1	210	+	210	104	120	233	123	236	516	77	97	122	227	489	555	47	116	572	173	185	304	53	91	67	246	305	675
lcl|NC_008562.1_cds_YP_851197.1_183.1	lcl|NC_008562.1_cds_YP_851197.1_183	1	672	+	672	807	442	335	1331	1430	856	586	662	229	2218	824	994	603	770	2720	2038	1779	1529	492	608	655	1702	1741	1289
lcl|NC_029002.1_cds_YP_009217691.1_7.1	lcl|NC_029002.1_cds_YP_009217691.1_7	1	438	+	438	255	131	130	448	401	282	183	236	130	990	205	383	152	297	464	542	575	367	111	170	111	723	474	384
lcl|NC_029002.1_cds_YP_009217697.1_13.1	lcl|NC_029002.1_cds_YP_009217697.1_13	1	1470	+	1470	2185	2165	1219	1610	1425	992	2966	3708	1902	1714	1450	1164	1416	903	1264	607	499	643	1922	2122	2211	585	746	463
lcl|NC_029002.1_cds_YP_009217698.1_14.1	lcl|NC_029002.1_cds_YP_009217698.1_14	1	249	+	249	40	52	29	72	65	47	18	42	23	59	68	52	47	33	34	53	29	77	27	37	37	3	34	16
lcl|NC_029002.1_cds_YP_009217700.1_16.1	lcl|NC_029002.1_cds_YP_009217700.1_16	1	579	+	579	1252	881	455	2208	1948	1030	1280	1453	682	1682	1250	1047	576	1499	5606	2946	2421	3823	961	1217	1486	2018	2298	1195
lcl|NC_029002.1_cds_YP_009217707.1_23.1	lcl|NC_029002.1_cds_YP_009217707.1_23	1	417	+	417	72	42	34	230	180	119	75	80	39	416	82	74	76	162	244	244	188	204	61	52	72	255	248	123
lcl|NC_029002.1_cds_YP_009217714.1_30.1	lcl|NC_029002.1_cds_YP_009217714.1_30	1	324	+	324	33	14	2	19	41	28	21	48	16	56	7	24	18	8	47	10	22	20	14	17	10	46	33	23
lcl|NC_029002.1_cds_YP_009217715.1_31.1	lcl|NC_029002.1_cds_YP_009217715.1_31	1	726	+	726	18	5	1	4	8	3	22	8	2	10	0	1	12	18	41	18	4	8	14	11	9	11	5	4
lcl|NC_029002.1_cds_YP_009217716.1_32.1	lcl|NC_029002.1_cds_YP_009217716.1_32	1	903	+	903	183	217	49	216	166	85	318	376	168	273	110	73	82	64	209	116	41	41	84	143	153	90	67	17
lcl|NC_029002.1_cds_YP_009217718.1_34.1	lcl|NC_029002.1_cds_YP_009217718.1_34	1	306	+	306	23	60	25	6	31	18	14	16	6	30	4	28	7	46	111	12	19	37	3	5	10	24	33	25
lcl|NC_029002.1_cds_YP_009217719.1_35.1	lcl|NC_029002.1_cds_YP_009217719.1_35	1	534	+	534	33	82	17	40	45	12	21	18	10	126	16	34	15	36	74	29	18	30	11	18	10	88	20	33
lcl|NC_029002.1_cds_YP_009217720.1_36.1	lcl|NC_029002.1_cds_YP_009217720.1_36	1	210	+	210	1	0	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1
lcl|NC_029002.1_cds_YP_009217721.1_37.1	lcl|NC_029002.1_cds_YP_009217721.1_37	1	393	+	393	40	24	26	33	36	39	10	29	18	46	17	15	10	28	24	41	29	67	26	18	12	57	29	26
lcl|NC_029002.1_cds_YP_009217722.1_38.1	lcl|NC_029002.1_cds_YP_009217722.1_38	1	405	+	405	44	48	26	57	47	41	57	53	13	32	28	29	17	39	95	57	95	91	13	24	28	76	60	34
lcl|NC_029002.1_cds_YP_009217723.1_39.1	lcl|NC_029002.1_cds_YP_009217723.1_39	1	411	+	411	74	80	13	55	130	20	41	72	43	194	13	26	40	53	64	70	41	127	27	41	31	74	23	9
